file_id,CHLF,CHLU,CPHL,FID,url,size,site_code,cruise_id,station,time_coverage_start,time_coverage_end,geospatial_lon_max,geospatial_lat_max,geospatial_vertical_min,geospatial_vertical_max,geom,instrument
1915,0,0,15,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_5fc1,IMOS/ANMN/NRS/NRSDAR/Biogeochem_profiles/IMOS_ANMN-NRS_CDEKOSTUZ_20160530T222724Z_NRSDAR_FV01_Profile-SBE19plus_C-20160809T035823Z.nc,126703,NRSDAR,006473,NRS BGC CTD,2016-05-30T22:27:24Z,2016-05-30T22:27:24Z,130.7133,-12.3441,0.994,14.913,POINT (-12.3440983333 130.713335),SEABIRD CTD - SBE19PLUS V2 SEACAT
1916,0,0,43,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_61ba,IMOS/ANMN/NRS/NRSROT/Biogeochem_profiles/IMOS_ANMN-NRS_CDEKOSTUZ_20161004T031306Z_NRSROT_FV01_Profile-SBE19plus_C-20161006T035136Z.nc,113985,NRSROT,3105,NRS BGC CTD,2016-10-04T03:13:06Z,2016-10-04T03:13:06Z,115.4167,-32,1,43,POINT (-32.0000166667 115.4166666667),Seabird SBE19plus
1917,0,0,103,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_6148,IMOS/ANMN/NRS/NRSPHB/Biogeochem_profiles/IMOS_ANMN-NRS_CDEKOSTUZ_20160719T002202Z_NRSPHB_FV01_Profile-SBE19plus_C-20161011T035748Z.nc,126280,NRSPHB,PHNRS_1607,4,2016-07-19T00:22:02Z,2016-07-19T00:22:02Z,151.2179,-34.1176,0.993,102.24,POINT (-34.1176333333 151.2178833333),SEABIRD SBE19plus V2
1918,0,0,99,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_6149,IMOS/ANMN/NRS/NRSPHB/Biogeochem_profiles/IMOS_ANMN-NRS_CDEKOSTUZ_20160829T233612Z_NRSPHB_FV01_Profile-SBE19plus_C-20161011T040710Z.nc,126278,NRSPHB,PHNRS_1608,4,2016-08-29T23:36:12Z,2016-08-29T23:36:12Z,151.219,-34.1172,1.986,99.263,POINT (-34.11725 151.2190166667),SEABIRD SBE19plus V2
1919,0,0,101,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_614a,IMOS/ANMN/NRS/NRSPHB/Biogeochem_profiles/IMOS_ANMN-NRS_CDEKOSTUZ_20160926T235052Z_NRSPHB_FV01_Profile-SBE19plus_C-20161011T040832Z.nc,126577,NRSPHB,PHNRS_1609,4,2016-09-26T23:50:52Z,2016-09-26T23:50:52Z,151.2137,-34.1334,0.993,100.255,POINT (-34.1334166667 151.21365),SEABIRD SBE19plus V2
1920,0,0,107,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_5dfa,IMOS/ANMN/NSW/PH125/Biogeochem_profiles/IMOS_ANMN-NSW_CDEKOSTUZ_20160718T224633Z_PH125_FV01_Profile-SBE19plus_C-20161011T035806Z.nc,126547,PH125,PHNRS_1607,5,2016-07-18T22:46:33Z,2016-07-18T22:46:33Z,151.2548,-34.1474,0.993,106.209,POINT (-34.1474 151.2548166667),SEABIRD SBE19plus V2
1921,0,0,109,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_5e01,IMOS/ANMN/NSW/PH100/Biogeochem_profiles/IMOS_ANMN-NSW_CDEKOSTUZ_20160718T231858Z_PH100_FV01_Profile-SBE19plus_C-20161011T035802Z.nc,126517,PH100,PHNRS_1607,M,2016-07-18T23:18:58Z,2016-07-18T23:18:58Z,151.2211,-34.1208,1.986,109.186,POINT (-34.12075 151.2211166667),SEABIRD SBE19plus V2
1922,0,0,47,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_5e09,IMOS/ANMN/NSW/PH050/Biogeochem_profiles/IMOS_ANMN-NSW_CDEKOSTUZ_20160719T021056Z_PH050_FV01_Profile-SBE19plus_C-20161011T035758Z.nc,125191,PH050,PHNRS_1607,2,2016-07-19T02:10:56Z,2016-07-19T02:10:56Z,151.1944,-34.0938,0.993,46.659,POINT (-34.0937666667 151.1943833333),SEABIRD SBE19plus V2
1923,0,0,21,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_62db,IMOS/ANMN/NSW/PH025/Biogeochem_profiles/IMOS_ANMN-NSW_CDEKOSTUZ_20160719T030731Z_PH025_FV01_Profile-SBE19plus_C-20161011T035754Z.nc,125191,PH025,PHNRS_1607,1,2016-07-19T03:07:31Z,2016-07-19T03:07:31Z,151.1797,-34.0818,0.993,20.849,POINT (-34.0818 151.1797),SEABIRD SBE19plus V2
1924,0,0,126,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_5e14,IMOS/ANMN/NSW/PH125/Biogeochem_profiles/IMOS_ANMN-NSW_CDEKOSTUZ_20160829T205924Z_PH125_FV01_Profile-SBE19plus_C-20161011T040731Z.nc,127029,PH125,PHNRS_1608,5,2016-08-29T20:59:24Z,2016-08-29T20:59:24Z,151.2543,-34.1493,0.994,125.063,POINT (-34.1493333333 151.25435),SEABIRD SBE19plus V2
1925,0,0,103,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_5e20,IMOS/ANMN/NSW/PH100/Biogeochem_profiles/IMOS_ANMN-NSW_CDEKOSTUZ_20160829T221230Z_PH100_FV01_Profile-SBE19plus_C-20161011T040726Z.nc,126358,PH100,PHNRS_1608,M,2016-08-29T22:12:30Z,2016-08-29T22:12:30Z,151.219,-34.1172,1.986,103.232,POINT (-34.11725 151.2190166667),SEABIRD SBE19plus V2
1926,0,0,56,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_5e29,IMOS/ANMN/NSW/PH050/Biogeochem_profiles/IMOS_ANMN-NSW_CDEKOSTUZ_20160830T013826Z_PH050_FV01_Profile-SBE19plus_C-20161011T040721Z.nc,125195,PH050,PHNRS_1608,2,2016-08-30T01:38:26Z,2016-08-30T01:38:26Z,151.1946,-34.0935,0.993,55.592,POINT (-34.0934666667 151.1945833333),SEABIRD SBE19plus V2
1927,0,0,21,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_62dc,IMOS/ANMN/NSW/PH025/Biogeochem_profiles/IMOS_ANMN-NSW_CDEKOSTUZ_20160830T023354Z_PH025_FV01_Profile-SBE19plus_C-20161011T040717Z.nc,125191,PH025,PHNRS_1608,1,2016-08-30T02:33:54Z,2016-08-30T02:33:54Z,151.1791,-34.083,0.993,20.85,POINT (-34.0830333333 151.1791166667),SEABIRD SBE19plus V2
1928,0,0,125,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_5e3b,IMOS/ANMN/NSW/PH125/Biogeochem_profiles/IMOS_ANMN-NSW_CDEKOSTUZ_20160926T112708Z_PH125_FV01_Profile-SBE19plus_C-20161011T040853Z.nc,127244,PH125,PHNRS_1609,5,2016-09-26T11:27:08Z,2016-09-26T11:27:08Z,151.2491,-34.1476,0.993,124.071,POINT (-34.14755 151.24905),SEABIRD SBE19plus V2
1929,0,0,106,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_5e47,IMOS/ANMN/NSW/PH100/Biogeochem_profiles/IMOS_ANMN-NSW_CDEKOSTUZ_20160926T121554Z_PH100_FV01_Profile-SBE19plus_C-20161011T040848Z.nc,126627,PH100,PHNRS_1609,M,2016-09-26T12:15:54Z,2016-09-26T12:15:54Z,151.2228,-34.1194,0.993,105.217,POINT (-34.1194333333 151.22285),SEABIRD SBE19plus V2
1930,0,0,53,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_5e51,IMOS/ANMN/NSW/PH050/Biogeochem_profiles/IMOS_ANMN-NSW_CDEKOSTUZ_20160927T012107Z_PH050_FV01_Profile-SBE19plus_C-20161011T040843Z.nc,125202,PH050,PHNRS_1609,2,2016-09-27T01:21:07Z,2016-09-27T01:21:07Z,151.1944,-34.0936,0.993,52.615,POINT (-34.09365 151.1944166667),SEABIRD SBE19plus V2
1931,0,0,22,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_62dd,IMOS/ANMN/NSW/PH025/Biogeochem_profiles/IMOS_ANMN-NSW_CDEKOSTUZ_20160927T023050Z_PH025_FV01_Profile-SBE19plus_C-20161011T040838Z.nc,125202,PH025,PHNRS_1609,1,2016-09-27T02:30:50Z,2016-09-27T02:30:50Z,151.1794,-34.0818,0.993,21.842,POINT (-34.0818333333 151.1794166667),SEABIRD SBE19plus V2
1932,0,0,56,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_61bb,IMOS/ANMN/NRS/NRSROT/Biogeochem_profiles/IMOS_ANMN-NRS_CDEKOSTUZ_20161011T013723Z_NRSROT_FV01_Profile-SBE19plus_C-20161014T044227Z.nc,113993,NRSROT,3106,Recovery CTD,2016-10-11T01:37:23Z,2016-10-11T01:37:23Z,115.3855,-31.9895,2,57,POINT (-31.9895 115.3855),Seabird SBE19plus
1933,0,0,157,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_5e06,IMOS/ANMN/WA/WATR20/Biogeochem_profiles/IMOS_ANMN-WA_CDEKOSTUZ_20161012T024028Z_WATR20_FV01_Profile-SBE19plus_C-20161014T033626Z.nc,116613,WATR20,1055,Recovery CTD,2016-10-12T02:40:28Z,2016-10-12T02:40:28Z,115.0422,-31.7287,2,159,POINT (-31.7286666667 115.0421666667),Seabird SBE19plus
1934,0,0,93,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_6021,IMOS/ANMN/NRS/NRSKAI/Biogeochem_profiles/IMOS_ANMN-NRS_CDEFKOSTUZ_20160525T220520Z_NRSKAI_FV01_Profile-SBE-19plus_C-20161021T011827Z.nc,138247,NRSKAI,52,NA,2016-05-25T22:05:20Z,2016-05-25T22:05:20Z,136.4476,-35.8356,-0.29,93.28,POINT (-35.8355666667 136.4475666667),SEABIRD SBE19 PLUS V 2.2C
1935,0,0,46,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_5e03,IMOS/ANMN/SA/JL03/Biogeochem_profiles/IMOS_ANMN-SA_CDEFKOSTUZ_20160524T233940Z_JL03_FV01_Profile-SBE-19plus_C-20161021T011534Z.nc,134646,JL03,52,JL03,2016-05-24T23:39:40Z,2016-05-24T23:39:40Z,136.8747,-34.8914,-0.289,46.709,POINT (-34.89135 136.8747),SEABIRD SBE19 PLUS V 2.2C
1936,0,0,45,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_5e0b,IMOS/ANMN/SA/JL04/Biogeochem_profiles/IMOS_ANMN-SA_CDEFKOSTUZ_20160525T003346Z_JL04_FV01_Profile-SBE-19plus_C-20161021T011609Z.nc,136726,JL04,52,JL04,2016-05-25T00:33:46Z,2016-05-25T00:33:46Z,136.8404,-34.9509,-0.273,45.359,POINT (-34.9508666667 136.8404),SEABIRD SBE19 PLUS V 2.2C
1937,0,0,45,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_5e19,IMOS/ANMN/SA/JL05/Biogeochem_profiles/IMOS_ANMN-SA_CDEFKOSTUZ_20160525T014841Z_JL05_FV01_Profile-SBE-19plus_C-20161021T011643Z.nc,134636,JL05,52,JL05,2016-05-25T01:48:41Z,2016-05-25T01:48:41Z,136.8021,-35.0324,-0.279,45.422,POINT (-35.0324 136.8021333333),SEABIRD SBE19 PLUS V 2.2C
1938,0,0,39,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_5e1a,IMOS/ANMN/SA/JL06/Biogeochem_profiles/IMOS_ANMN-SA_CDEFKOSTUZ_20160525T024455Z_JL06_FV01_Profile-SBE-19plus_C-20161021T011717Z.nc,134754,JL06,52,JL06,2016-05-25T02:44:55Z,2016-05-25T02:44:55Z,136.7675,-35.0984,-0.29,39.22,POINT (-35.09835 136.7675),SEABIRD SBE19 PLUS V 2.2C
1939,0,0,44,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_5e24,IMOS/ANMN/SA/JL07/Biogeochem_profiles/IMOS_ANMN-SA_CDEFKOSTUZ_20160525T035155Z_JL07_FV01_Profile-SBE-19plus_C-20161021T011751Z.nc,134754,JL07,52,JL07,2016-05-25T03:51:55Z,2016-05-25T03:51:55Z,136.7332,-35.1667,-0.306,43.741,POINT (-35.1666666667 136.7332333333),SEABIRD SBE19 PLUS V 2.2C
1940,0,0,52,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_5e35,IMOS/ANMN/SA/SAM8SG/Biogeochem_profiles/IMOS_ANMN-SA_CDEFKOSTUZ_20160525T053432Z_SAM8SG_FV01_Profile-SBE-19plus_C-20161021T011904Z.nc,136900,SAM8SG,52,SAM8SG,2016-05-25T05:34:32Z,2016-05-25T05:34:32Z,136.6934,-35.2372,-0.309,51.846,POINT (-35.2371833333 136.6934333333),SEABIRD SBE19 PLUS V 2.2C
1941,0,0,82,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_5e3e,IMOS/ANMN/SA/GA19K/Biogeochem_profiles/IMOS_ANMN-SA_CDEFKOSTUZ_20160525T080829Z_GA19K_FV01_Profile-SBE-19plus_C-20161021T011501Z.nc,135872,GA19K,52,GA19K,2016-05-25T08:08:29Z,2016-05-25T08:08:29Z,136.6906,-35.502,-0.314,82.141,POINT (-35.5019833333 136.69055),SEABIRD SBE19 PLUS V 2.2C
1942,0,0,98,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_5e3d,IMOS/ANMN/SA/GA18J/Biogeochem_profiles/IMOS_ANMN-SA_CDEFKOSTUZ_20160525T094129Z_GA18J_FV01_Profile-SBE-19plus_C-20161021T011427Z.nc,136399,GA18J,52,GA18J,2016-05-25T09:41:29Z,2016-05-25T09:41:29Z,136.5583,-35.6663,-0.304,98.605,POINT (-35.6663 136.55835),SEABIRD SBE19 PLUS V 2.2C
1943,0,0,116,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_5e4b,IMOS/ANMN/SA/GA16H/Biogeochem_profiles/IMOS_ANMN-SA_CDEFKOSTUZ_20160525T122818Z_GA16H_FV01_Profile-SBE-19plus_C-20161021T011354Z.nc,136874,GA16H,52,GA16H,2016-05-25T12:28:18Z,2016-05-25T12:28:18Z,136.3301,-36.0091,-0.293,116.589,POINT (-36.0091166667 136.3300833333),SEABIRD SBE19 PLUS V 2.2C
1944,0,0,129,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_5e58,IMOS/ANMN/SA/GA15G/Biogeochem_profiles/IMOS_ANMN-SA_CDEFKOSTUZ_20160525T141608Z_GA15G_FV01_Profile-SBE-19plus_C-20161021T011320Z.nc,137206,GA15G,52,GA15G,2016-05-25T14:16:08Z,2016-05-25T14:16:08Z,136.1791,-36.1728,-0.277,130.458,POINT (-36.1727833333 136.1790833333),SEABIRD SBE19 PLUS V 2.2C
1945,0,0,197,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_5e57,IMOS/ANMN/SA/GA14F/Biogeochem_profiles/IMOS_ANMN-SA_CDEFKOSTUZ_20160525T154705Z_GA14F_FV01_Profile-SBE-19plus_C-20161021T011244Z.nc,139664,GA14F,52,GA14F,2016-05-25T15:47:05Z,2016-05-25T15:47:05Z,136.0603,-36.3479,-0.279,197.002,POINT (-36.3478833333 136.0602833333),SEABIRD SBE19 PLUS V 2.2C
1946,0,0,96,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_6022,IMOS/ANMN/NRS/NRSKAI/Biogeochem_profiles/IMOS_ANMN-NRS_CDEFKOSTUZ_20160915T025244Z_NRSKAI_FV01_Profile-SBE-19plus_C-20161021T053214Z.nc,136360,NRSKAI,53,NA,2016-09-15T02:52:44Z,2016-09-15T02:52:44Z,136.4476,-35.8356,-0.203,96.093,POINT (-35.8355666667 136.4475666667),SEABIRD SBE19 PLUS V 2.2C
1948,0,0,37,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_5e69,IMOS/ANMN/SA/JL04/Biogeochem_profiles/IMOS_ANMN-SA_CDEFKOSTUZ_20160914T150401Z_JL04_FV01_Profile-SBE-19plus_C-20161021T052909Z.nc,136736,JL04,53,NA,2016-09-14T15:04:01Z,2016-09-14T15:04:01Z,136.8404,-34.9509,-0.272,37.055,POINT (-34.9508666667 136.8404),SEABIRD SBE19 PLUS V 2.2C
1949,0,0,40,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_5e6a,IMOS/ANMN/SA/JL05/Biogeochem_profiles/IMOS_ANMN-SA_CDEFKOSTUZ_20160914T155812Z_JL05_FV01_Profile-SBE-19plus_C-20161021T052942Z.nc,136736,JL05,53,NA,2016-09-14T15:58:12Z,2016-09-14T15:58:12Z,136.8021,-35.0324,-0.282,40.429,POINT (-35.0324 136.8021333333),SEABIRD SBE19 PLUS V 2.2C
1950,0,0,41,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_5e76,IMOS/ANMN/SA/JL06/Biogeochem_profiles/IMOS_ANMN-SA_CDEFKOSTUZ_20160914T164623Z_JL06_FV01_Profile-SBE-19plus_C-20161021T053015Z.nc,134646,JL06,53,NA,2016-09-14T16:46:23Z,2016-09-14T16:46:23Z,136.7675,-35.0984,-0.273,40.909,POINT (-35.09835 136.7675),SEABIRD SBE19 PLUS V 2.2C
1951,0,0,39,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_5e77,IMOS/ANMN/SA/JL07/Biogeochem_profiles/IMOS_ANMN-SA_CDEFKOSTUZ_20160914T173414Z_JL07_FV01_Profile-SBE-19plus_C-20161021T053048Z.nc,136736,JL07,53,NA,2016-09-14T17:34:14Z,2016-09-14T17:34:14Z,136.7332,-35.1667,-0.275,40.325,POINT (-35.1666666667 136.7332333333),SEABIRD SBE19 PLUS V 2.2C
1952,0,0,43,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_5e86,IMOS/ANMN/SA/SAM8SG/Biogeochem_profiles/IMOS_ANMN-SA_CDEFKOSTUZ_20160914T183601Z_SAM8SG_FV01_Profile-SBE-19plus_C-20161021T053305Z.nc,134640,SAM8SG,53,NA,2016-09-14T18:36:01Z,2016-09-14T18:36:01Z,136.6934,-35.2372,-0.28,43.549,POINT (-35.2371833333 136.6934333333),SEABIRD SBE19 PLUS V 2.2C
1953,0,0,56,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_5e85,IMOS/ANMN/SA/JL09/Biogeochem_profiles/IMOS_ANMN-SA_CDEFKOSTUZ_20160914T200500Z_JL09_FV01_Profile-SBE-19plus_C-20161021T053122Z.nc,135046,JL09,53,NA,2016-09-14T20:05:00Z,2016-09-14T20:05:00Z,136.6583,-35.3082,-0.272,57.567,POINT (-35.3081666667 136.6582833333),SEABIRD SBE19 PLUS V 2.2C
1955,0,0,61,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_5e92,IMOS/ANMN/SA/GA19K/Biogeochem_profiles/IMOS_ANMN-SA_CDEFKOSTUZ_20160914T214658Z_GA19K_FV01_Profile-SBE-19plus_C-20161021T052802Z.nc,135109,GA19K,53,NA,2016-09-14T21:46:58Z,2016-09-14T21:46:58Z,136.6906,-35.502,-0.264,62.579,POINT (-35.5019833333 136.69055),SEABIRD SBE19 PLUS V 2.2C
1957,0,0,82,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_5e9e,IMOS/ANMN/SA/GA18J/Biogeochem_profiles/IMOS_ANMN-SA_CDEFKOSTUZ_20160914T233333Z_GA18J_FV01_Profile-SBE-19plus_C-20161021T052721Z.nc,137877,GA18J,53,NA,2016-09-14T23:33:33Z,2016-09-14T23:33:33Z,136.5583,-35.6663,-0.252,83.015,POINT (-35.6663 136.55835),SEABIRD SBE19 PLUS V 2.2C
1958,0,0,71,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_623d,IMOS/ANMN/NSW/BMP070/Biogeochem_profiles/IMOS_ANMN-NSW_CDEFKSTUZ_20141118T230154Z_BMP070_FV01_Profile-SeacatPlus_C-20161021T014135Z.nc,111968,BMP070,BMP070_016,Deployment CTD,2014-11-18T23:01:54Z,2014-11-18T23:01:54Z,150.1885,-36.1897,0.993,70.469,POINT (-36.1897 150.1885166667),SEABIRD SBE19plus
1959,0,0,74,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_623e,IMOS/ANMN/NSW/BMP070/Biogeochem_profiles/IMOS_ANMN-NSW_CDEFKSTUZ_20150927T230207Z_BMP070_FV01_Profile-SeacatPlus_C-20161021T014239Z.nc,112060,BMP070,BMP070_018,Deployment CTD,2015-09-27T23:02:07Z,2015-09-27T23:02:07Z,150.1882,-36.1895,0.993,73.446,POINT (-36.18955 150.1881833333),SEABIRD SBE19plus
1960,0,0,61,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_623f,IMOS/ANMN/NSW/BMP070/Biogeochem_profiles/IMOS_ANMN-NSW_CDEFKSTUZ_20151205T020354Z_BMP070_FV01_Profile-SeacatPlus_C-20161024T235817Z.nc,111799,BMP070,BMP070_019,Deployment CTD,2015-12-05T02:03:54Z,2015-12-05T02:03:54Z,150.1877,-36.1892,1.986,61.569,POINT (-36.1892 150.1877333333),SEABIRD SBE19plus
1961,0,0,72,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_6240,IMOS/ANMN/NSW/BMP070/Biogeochem_profiles/IMOS_ANMN-NSW_CDEFKSTUZ_20160228T221453Z_BMP070_FV01_Profile-SeacatPlus_C-20161024T235509Z.nc,112044,BMP070,BMP070_020,Deployment CTD,2016-02-28T22:14:53Z,2016-02-28T22:14:53Z,150.1885,-36.1899,1.985,72.453,POINT (-36.1899166667 150.1885166667),SEABIRD SBE19plus
1962,0,0,80,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_6246,IMOS/ANMN/NSW/BMP090/Biogeochem_profiles/IMOS_ANMN-NSW_CDEFKSTUZ_20120326T222732Z_BMP090_FV01_Profile-SeacatPlus_C-20161021T021042Z.nc,111928,BMP090,BMP090_008,Deployment CTD,2012-03-26T22:27:32Z,2012-03-26T22:27:32Z,150.2333,-36.1889,1.986,80.406,POINT (-36.1889333333 150.2333166667),SEABIRD SBE19plus
1963,0,0,84,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_6247,IMOS/ANMN/NSW/BMP090/Biogeochem_profiles/IMOS_ANMN-NSW_CDEFKSTUZ_20120516T234817Z_BMP090_FV01_Profile-SeacatPlus_C-20161021T021109Z.nc,111902,BMP090,BMP090_009,Deployment CTD,2012-05-16T23:48:17Z,2012-05-16T23:48:17Z,150.2337,-36.1893,1.986,84.376,POINT (-36.1893333333 150.2337333333),SEABIRD SBE19plus
1964,0,0,92,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_6248,IMOS/ANMN/NSW/BMP090/Biogeochem_profiles/IMOS_ANMN-NSW_CDEFKSTUZ_20120830T224532Z_BMP090_FV01_Profile-SeacatPlus_C-20161021T021128Z.nc,112097,BMP090,BMP090_010,Deployment CTD,2012-08-30T22:45:32Z,2012-08-30T22:45:32Z,150.2327,-36.1897,0.993,91.323,POINT (-36.1897333333 150.2327166667),SEABIRD SBE19plus
1965,0,0,89,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_6249,IMOS/ANMN/NSW/BMP090/Biogeochem_profiles/IMOS_ANMN-NSW_CDEFKSTUZ_20121114T213721Z_BMP090_FV01_Profile-SeacatPlus_C-20161021T021147Z.nc,112100,BMP090,BMP090_011,Deployment CTD,2012-11-14T21:37:21Z,2012-11-14T21:37:21Z,150.2333,-36.191,0.993,88.346,POINT (-36.19095 150.2333166667),SEABIRD SBE19plus
1966,0,0,96,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_624a,IMOS/ANMN/NSW/BMP090/Biogeochem_profiles/IMOS_ANMN-NSW_CDEFKSTUZ_20130115T220517Z_BMP090_FV01_Profile-SeacatPlus_C-20161021T021304Z.nc,112312,BMP090,BMP090_012,Deployment CTD,2013-01-15T22:05:17Z,2013-01-15T22:05:17Z,150.2335,-36.1904,1.986,96.285,POINT (-36.1904333333 150.2334666667),SEABIRD SBE19plus
1967,0,0,84,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_624b,IMOS/ANMN/NSW/BMP090/Biogeochem_profiles/IMOS_ANMN-NSW_CDEFKSTUZ_20130507T004816Z_BMP090_FV01_Profile-SeacatPlus_C-20161021T021333Z.nc,112097,BMP090,BMP090_013,Deployment CTD,2013-05-07T00:48:16Z,2013-05-07T00:48:16Z,150.2334,-36.1903,1.985,84.361,POINT (-36.1903 150.2334166667),SEABIRD SBE19plus
1968,0,0,79,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_624c,IMOS/ANMN/NSW/BMP090/Biogeochem_profiles/IMOS_ANMN-NSW_CDEFKSTUZ_20130905T042521Z_BMP090_FV01_Profile-SeacatPlus_C-20161021T021401Z.nc,112076,BMP090,BMP090_014,Deployment CTD,2013-09-05T04:25:21Z,2013-09-05T04:25:21Z,150.2335,-36.1905,0.993,78.408,POINT (-36.1904833333 150.23345),SEABIRD SBE19plus
1969,0,0,82,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_624d,IMOS/ANMN/NSW/BMP090/Biogeochem_profiles/IMOS_ANMN-NSW_CDEFKSTUZ_20140409T040248Z_BMP090_FV01_Profile-SeacatPlus_C-20161021T021646Z.nc,112258,BMP090,BMP090_015,Deployment CTD,2014-04-09T04:02:48Z,2014-04-09T04:02:48Z,150.2334,-36.1908,0.993,81.385,POINT (-36.1907666667 150.2334),SEABIRD SBE19plus
1970,0,0,87,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_624e,IMOS/ANMN/NSW/BMP090/Biogeochem_profiles/IMOS_ANMN-NSW_CDEFKSTUZ_20141118T233507Z_BMP090_FV01_Profile-SeacatPlus_C-20161021T021712Z.nc,112462,BMP090,BMP090_016,Deployment CTD,2014-11-18T23:35:07Z,2014-11-18T23:35:07Z,150.2328,-36.1911,0.992,86.346,POINT (-36.1910833333 150.2327833333),SEABIRD SBE19plus
1971,0,0,78,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_624f,IMOS/ANMN/NSW/BMP090/Biogeochem_profiles/IMOS_ANMN-NSW_CDEFKSTUZ_20150430T023956Z_BMP090_FV01_Profile-SeacatPlus_C-20161021T021751Z.nc,112067,BMP090,BMP090_017,Deployment CTD,2015-04-30T02:39:56Z,2015-04-30T02:39:56Z,150.2337,-36.19,0.992,77.415,POINT (-36.1899833333 150.23365),SEABIRD SBE19plus
1972,0,0,83,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_6250,IMOS/ANMN/NSW/BMP090/Biogeochem_profiles/IMOS_ANMN-NSW_CDEFKSTUZ_20150927T233615Z_BMP090_FV01_Profile-SeacatPlus_C-20161021T021823Z.nc,112243,BMP090,BMP090_018,Deployment CTD,2015-09-27T23:36:15Z,2015-09-27T23:36:15Z,150.2337,-36.19,0.993,82.377,POINT (-36.19 150.2337166667),SEABIRD SBE19plus
1973,0,0,108,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_6251,IMOS/ANMN/NSW/BMP120/Biogeochem_profiles/IMOS_ANMN-NSW_CDEFKSTUZ_20120326T212943Z_BMP120_FV01_Profile-SeacatPlus_C-20161021T030837Z.nc,112570,BMP120,BMP120_008,Deployment CTD,2012-03-26T21:29:43Z,2012-03-26T21:29:43Z,150.3124,-36.205,1.986,108.194,POINT (-36.2050166667 150.3123666667),SEABIRD SBE19plus
