file_id,CHLF,CHLU,CPHL,FID,url,size,site_code,cruise_id,station,time_coverage_start,time_coverage_end,geospatial_lon_max,geospatial_lat_max,geospatial_vertical_min,geospatial_vertical_max,geom,instrument
1182,0,0,110,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_601d,IMOS/ANMN/NRS/NRSKAI/Biogeochem_profiles/IMOS_ANMN-NRS_CDEFKOSTUZ_20150629T221559Z_NRSKAI_FV01_Profile-SBE-19plus_C-20160417T131546Z.nc,136750,NRSKAI,48,NRSKAI,2015-06-29T22:15:59Z,2015-06-29T22:15:59Z,136.4476,-35.8356,0.094,111.238,POINT (-35.8355666667 136.4475666667),SEABIRD SBE19 PLUS V 2.2C
1183,0,0,100,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_601e,IMOS/ANMN/NRS/NRSKAI/Biogeochem_profiles/IMOS_ANMN-NRS_CDEFKOSTUZ_20150909T031846Z_NRSKAI_FV01_Profile-SBE-19plus_C-20160417T131720Z.nc,136489,NRSKAI,49,NRSKAI,2015-09-09T03:18:46Z,2015-09-09T03:18:46Z,136.4476,-35.8356,0,99.407,POINT (-35.8355666667 136.4475666667),SEABIRD SBE19 PLUS V 2.2C
1184,0,0,102,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_601f,IMOS/ANMN/NRS/NRSKAI/Biogeochem_profiles/IMOS_ANMN-NRS_CDEFKOSTUZ_20151117T003557Z_NRSKAI_FV01_Profile-SBE-19plus_C-20160429T021834Z.nc,138704,NRSKAI,50,NRSKAI,2015-11-17T00:35:57Z,2015-11-17T00:35:57Z,136.4476,-35.8356,-0.123,103.162,POINT (-35.8355666667 136.4475666667),SEABIRD SBE19 PLUS V 2.2C
1185,0,0,101,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_6020,IMOS/ANMN/NRS/NRSKAI/Biogeochem_profiles/IMOS_ANMN-NRS_CDEFKOSTUZ_20160223T212151Z_NRSKAI_FV01_Profile-SBE-19plus_C-20160429T052507Z.nc,136597,NRSKAI,51,NRSKAI,2016-02-23T21:21:51Z,2016-02-23T21:21:51Z,136.4476,-35.8356,-0.21,102.952,POINT (-35.8355666667 136.4475666667),SEABIRD SBE19 PLUS V 2.2C
1186,0,0,107,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_602a,IMOS/ANMN/NRS/NRSKAI/Biogeochem_profiles/IMOS_ANMN-NRS_CDEKSTUZ_20100215T200350Z_NRSKAI_FV01_Profile-SBE-19plus_C-20160417T112312Z.nc,107917,NRSKAI,16,NRSKAI,2010-02-15T20:03:50Z,2010-02-15T20:03:50Z,136.4446,-35.8366,-0.034,108.574,POINT (-35.8366239493 136.4446096508),SEABIRD SBE19 PLUS V 2.1
1187,0,0,107,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_602b,IMOS/ANMN/NRS/NRSKAI/Biogeochem_profiles/IMOS_ANMN-NRS_CDEKSTUZ_20100315T193059Z_NRSKAI_FV01_Profile-SBE-19plus_C-20160417T113114Z.nc,105621,NRSKAI,17,NRSKAI,2010-03-15T19:30:59Z,2010-03-15T19:30:59Z,136.4457,-35.841,-0.004,108.73,POINT (-35.840963293 136.4457341813),SEABIRD SBE19 PLUS V 2.1
1188,0,0,101,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_602c,IMOS/ANMN/NRS/NRSKAI/Biogeochem_profiles/IMOS_ANMN-NRS_CDEKSTUZ_20100316T160845Z_NRSKAI_FV01_Profile-SBE-19plus_C-20160417T113115Z.nc,105557,NRSKAI,17,NRSKAI,2010-03-16T16:08:45Z,2010-03-16T16:08:45Z,136.4479,-35.8369,-0.015,102.178,POINT (-35.8368806446 136.4479364261),SEABIRD SBE19 PLUS V 2.1
1189,0,0,109,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_602d,IMOS/ANMN/NRS/NRSKAI/Biogeochem_profiles/IMOS_ANMN-NRS_CDEKSTUZ_20110223T000416Z_NRSKAI_FV01_Profile-SBE-19plus_C-20160417T115246Z.nc,105823,NRSKAI,24,NRSKAI,2011-02-23T00:04:16Z,2011-02-23T00:04:16Z,136.4525,-35.839,0.029,108.924,POINT (-35.8390115986 136.4525242956),SEABIRD SBE19 PLUS V 2.1
1190,0,0,105,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_602e,IMOS/ANMN/NRS/NRSKAI/Biogeochem_profiles/IMOS_ANMN-NRS_CDEKSTUZ_20111026T041447Z_NRSKAI_FV01_Profile-SBE-19plus_C-20160417T120427Z.nc,105506,NRSKAI,28,NRSKAI,2011-10-26T04:14:47Z,2011-10-26T04:14:47Z,136.4452,-35.8339,-0.005,105.119,POINT (-35.8339496452 136.4452038266),SEABIRD SBE19 PLUS V 2.1
1191,0,0,103,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_602f,IMOS/ANMN/NRS/NRSKAI/Biogeochem_profiles/IMOS_ANMN-NRS_CDEKSTUZ_20111115T005150Z_NRSKAI_FV01_Profile-SBE-19plus_C-20160417T121910Z.nc,105557,NRSKAI,29,NRSKAI,2011-11-15T00:51:50Z,2011-11-15T00:51:50Z,136.448,-35.8353,-0.053,103.314,POINT (-35.8352946687 136.4479625603),SEABIRD SBE19 PLUS V 2.1
1192,0,0,103,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_6030,IMOS/ANMN/NRS/NRSKAI/Biogeochem_profiles/IMOS_ANMN-NRS_CDEKSTUZ_20111219T225938Z_NRSKAI_FV01_Profile-SBE-19plus_C-20160417T122241Z.nc,105642,NRSKAI,30,NRSKAI,2011-12-19T22:59:38Z,2011-12-19T22:59:38Z,136.4475,-35.837,-0.049,103.97,POINT (-35.8370370951 136.4475005348),SEABIRD SBE19 PLUS V 2.1
1193,0,0,104,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_6031,IMOS/ANMN/NRS/NRSKAI/Biogeochem_profiles/IMOS_ANMN-NRS_CDEKSTUZ_20120116T202616Z_NRSKAI_FV01_Profile-SBE-19plus_C-20160417T122446Z.nc,105647,NRSKAI,31,NRSKAI,2012-01-16T20:26:16Z,2012-01-16T20:26:16Z,136.4487,-35.8384,-0.168,103.934,POINT (-35.8383545469 136.4487164131),SEABIRD SBE19 PLUS V 2.1
1194,0,0,104,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_6032,IMOS/ANMN/NRS/NRSKAI/Biogeochem_profiles/IMOS_ANMN-NRS_CDEKSTUZ_20141028T153524Z_NRSKAI_FV01_Profile-SBE-19plus_C-20160417T125918Z.nc,105546,NRSKAI,44,NRSKAI,2014-10-28T15:35:24Z,2014-10-28T15:35:24Z,136.4477,-35.8359,-0.122,103.994,POINT (-35.8358615718 136.4477448244),SEABIRD SBE19 PLUS V 2.1
1196,0,0,77,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_6078,IMOS/ANMN/NRS/NRSMAI/Biogeochem_profiles/IMOS_ANMN-NRS_CDEKSTUZ_20090506T010300Z_NRSMAI_FV01_Profile-SBE-19plus_C-20160530T012200Z.nc,102551,NRSMAI,NRSMAI-CTD-00002,1,2009-05-06T01:03:00Z,2009-05-06T01:03:00Z,148.2328,-42.5812,2,78,POINT (-42.5812 148.2328),SEA-BIRD ELECTRONICS SBE19PLUSV2
1197,0,0,81,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_6079,IMOS/ANMN/NRS/NRSMAI/Biogeochem_profiles/IMOS_ANMN-NRS_CDEKSTUZ_20090601T020319Z_NRSMAI_FV01_Profile-SBE-19plus_C-20160530T012321Z.nc,102566,NRSMAI,NRSMAI-CTD-00003,1,2009-06-01T02:03:19Z,2009-06-01T02:03:19Z,148.2328,-42.5812,2,82,POINT (-42.5812 148.2328),SEA-BIRD ELECTRONICS SBE19PLUSV2
1198,0,0,77,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_607a,IMOS/ANMN/NRS/NRSMAI/Biogeochem_profiles/IMOS_ANMN-NRS_CDEKSTUZ_20090716T020701Z_NRSMAI_FV01_Profile-SBE-19plus_C-20160530T012441Z.nc,102528,NRSMAI,NRSMAI-CTD-00004,1,2009-07-16T02:07:01Z,2009-07-16T02:07:01Z,148.2336,-42.5792,2,78,POINT (-42.5792 148.2336),SEA-BIRD ELECTRONICS SBE19PLUSV2
1199,0,0,82,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_607b,IMOS/ANMN/NRS/NRSMAI/Biogeochem_profiles/IMOS_ANMN-NRS_CDEKSTUZ_20090820T021539Z_NRSMAI_FV01_Profile-SBE-19plus_C-20160530T012603Z.nc,102550,NRSMAI,NRSMAI-CTD-00005,1,2009-08-20T02:15:39Z,2009-08-20T02:15:39Z,148.2326,-42.5985,2,83,POINT (-42.5985 148.2326),SEA-BIRD ELECTRONICS SBE19PLUSV2
1200,0,0,83,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_607c,IMOS/ANMN/NRS/NRSMAI/Biogeochem_profiles/IMOS_ANMN-NRS_CDEKSTUZ_20090907T020754Z_NRSMAI_FV01_Profile-SBE-19plus_C-20160527T032354Z.nc,102662,NRSMAI,NRSMAI-CTD-00006,1,2009-09-07T02:07:54Z,2009-09-07T02:07:54Z,148.2328,-42.5992,2,84,POINT (-42.5992 148.2328),SEA-BIRD ELECTRONICS SBE19PLUSV2
1201,0,0,83,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_607d,IMOS/ANMN/NRS/NRSMAI/Biogeochem_profiles/IMOS_ANMN-NRS_CDEKSTUZ_20091013T011505Z_NRSMAI_FV01_Profile-SBE-19plus_C-20160527T032249Z.nc,102667,NRSMAI,NRSMAI-CTD-00007,1,2009-10-13T01:15:05Z,2009-10-13T01:15:05Z,148.2315,-42.5995,2,84,POINT (-42.5995 148.2315),SEA-BIRD ELECTRONICS SBE19PLUSV2
1202,0,0,81,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_607e,IMOS/ANMN/NRS/NRSMAI/Biogeochem_profiles/IMOS_ANMN-NRS_CDEKSTUZ_20091111T010903Z_NRSMAI_FV01_Profile-SBE-19plus_C-20160527T032149Z.nc,102720,NRSMAI,NRSMAI-CTD-00008,1,2009-11-11T01:09:03Z,2009-11-11T01:09:03Z,148.233,-42.6003,2,82,POINT (-42.6003 148.233),SEA-BIRD ELECTRONICS SBE19PLUSV2
1203,0,0,82,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_607f,IMOS/ANMN/NRS/NRSMAI/Biogeochem_profiles/IMOS_ANMN-NRS_CDEKSTUZ_20091207T004251Z_NRSMAI_FV01_Profile-SBE-19plus_C-20160527T032053Z.nc,102708,NRSMAI,NRSMAI-CTD-00009,1,2009-12-07T00:42:51Z,2009-12-07T00:42:51Z,148.2335,-42.5991,2,83,POINT (-42.5991 148.2335),SEA-BIRD ELECTRONICS SBE19PLUSV2
1204,0,0,78,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_6080,IMOS/ANMN/NRS/NRSMAI/Biogeochem_profiles/IMOS_ANMN-NRS_CDEKSTUZ_20100121T002814Z_NRSMAI_FV01_Profile-SBE-19plus_C-20160527T031950Z.nc,102548,NRSMAI,NRSMAI-CTD-00010,1,2010-01-21T00:28:14Z,2010-01-21T00:28:14Z,148.2345,-42.5957,2,79,POINT (-42.5957 148.2345),SEA-BIRD ELECTRONICS SBE19PLUSV2
1205,0,0,78,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_6081,IMOS/ANMN/NRS/NRSMAI/Biogeochem_profiles/IMOS_ANMN-NRS_CDEKSTUZ_20100330T011253Z_NRSMAI_FV01_Profile-SBE-19plus_C-20160527T031844Z.nc,102713,NRSMAI,NRSMAI-CTD-00011,1,2010-03-30T01:12:53Z,2010-03-30T01:12:53Z,148.2339,-42.5982,2,79,POINT (-42.5982 148.2339),SEA-BIRD ELECTRONICS SBE19PLUSV2
1206,0,0,82,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_6082,IMOS/ANMN/NRS/NRSMAI/Biogeochem_profiles/IMOS_ANMN-NRS_CDEKSTUZ_20100505T012442Z_NRSMAI_FV01_Profile-SBE-19plus_C-20160527T031743Z.nc,102541,NRSMAI,NRSMAI-CTD-00012,1,2010-05-05T01:24:42Z,2010-05-05T01:24:42Z,148.2362,-42.61,2,83,POINT (-42.61 148.2362),SEA-BIRD ELECTRONICS SBE19PLUSV2
1207,0,0,81,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_6083,IMOS/ANMN/NRS/NRSMAI/Biogeochem_profiles/IMOS_ANMN-NRS_CDEKSTUZ_20100527T020917Z_NRSMAI_FV01_Profile-SBE-19plus_C-20160527T031643Z.nc,102528,NRSMAI,NRSMAI-CTD-00013,1,2010-05-27T02:09:17Z,2010-05-27T02:09:17Z,148.2335,-42.5991,2,82,POINT (-42.5991 148.2335),SEA-BIRD ELECTRONICS SBE19PLUSV2
1208,0,0,80,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_6084,IMOS/ANMN/NRS/NRSMAI/Biogeochem_profiles/IMOS_ANMN-NRS_CDEKSTUZ_20100615T014428Z_NRSMAI_FV01_Profile-SBE-19plus_C-20160527T031543Z.nc,102521,NRSMAI,NRSMAI-CTD-00014,1,2010-06-15T01:44:28Z,2010-06-15T01:44:28Z,148.2335,-42.5991,2,81,POINT (-42.5991 148.2335),SEA-BIRD ELECTRONICS SBE19PLUSV2
1209,0,0,83,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_6085,IMOS/ANMN/NRS/NRSMAI/Biogeochem_profiles/IMOS_ANMN-NRS_CDEKSTUZ_20100722T014708Z_NRSMAI_FV01_Profile-SBE-19plus_C-20160526T032225Z.nc,102528,NRSMAI,NRSMAI-CTD-00015,1,2010-07-22T01:47:08Z,2010-07-22T01:47:08Z,148.2365,-42.5974,2,84,POINT (-42.5974 148.2365),SEA-BIRD ELECTRONICS SBE19PLUSV2
1210,0,0,85,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_6086,IMOS/ANMN/NRS/NRSMAI/Biogeochem_profiles/IMOS_ANMN-NRS_CDEKSTUZ_20101001T022901Z_NRSMAI_FV01_Profile-SBE-19plus_C-20160526T031554Z.nc,102756,NRSMAI,NRSMAI-CTD-00016,1,2010-10-01T02:29:01Z,2010-10-01T02:29:01Z,148.2343,-42.605,2,86,POINT (-42.605 148.2343),SEA-BIRD ELECTRONICS SBE19PLUSV2
1211,0,0,86,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_6087,IMOS/ANMN/NRS/NRSMAI/Biogeochem_profiles/IMOS_ANMN-NRS_CDEKSTUZ_20101027T004317Z_NRSMAI_FV01_Profile-SBE-19plus_C-20160526T030505Z.nc,102739,NRSMAI,NRSMAI-CTD-00017,1,2010-10-27T00:43:17Z,2010-10-27T00:43:17Z,148.2335,-42.5991,2,87,POINT (-42.5991 148.2335),SEA-BIRD ELECTRONICS SBE19PLUSV2
1212,0,0,83,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_6088,IMOS/ANMN/NRS/NRSMAI/Biogeochem_profiles/IMOS_ANMN-NRS_CDEKSTUZ_20101214T004957Z_NRSMAI_FV01_Profile-SBE-19plus_C-20160526T030344Z.nc,102730,NRSMAI,NRSMAI-CTD-00018,1,2010-12-14T00:49:57Z,2010-12-14T00:49:57Z,148.2319,-42.6008,2,84,POINT (-42.6008 148.2319),SEA-BIRD ELECTRONICS SBE19PLUSV2
1213,0,0,78,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_6033,IMOS/ANMN/NRS/NRSMAI/Biogeochem_profiles/IMOS_ANMN-NRS_CDEKOSTUZ_20111215T001838Z_NRSMAI_FV01_Profile-SBE-19plus_C-20160526T024924Z.nc,125727,NRSMAI,NRSMAI-CTD-00028,1,2011-12-15T00:18:38Z,2011-12-15T00:18:38Z,148.2328,-42.5998,2,79,POINT (-42.5998 148.2328),SEA-BIRD ELECTRONICS SBE19PLUSV2
1214,0,0,81,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_6089,IMOS/ANMN/NRS/NRSMAI/Biogeochem_profiles/IMOS_ANMN-NRS_CDEKSTUZ_20110119T000417Z_NRSMAI_FV01_Profile-SBE-19plus_C-20160526T030218Z.nc,102691,NRSMAI,NRSMAI-CTD-00019,1,2011-01-19T00:04:17Z,2011-01-19T00:04:17Z,148.2339,-42.6004,2,82,POINT (-42.6004 148.2339),SEA-BIRD ELECTRONICS SBE19PLUSV2
1215,0,0,81,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_608a,IMOS/ANMN/NRS/NRSMAI/Biogeochem_profiles/IMOS_ANMN-NRS_CDEKSTUZ_20110223T004628Z_NRSMAI_FV01_Profile-SBE-19plus_C-20160526T030040Z.nc,102583,NRSMAI,NRSMAI-CTD-00020,1,2011-02-23T00:46:28Z,2011-02-23T00:46:28Z,148.238,-42.6026,2,82,POINT (-42.6026 148.238),SEA-BIRD ELECTRONICS SBE19PLUSV2
1216,0,0,85,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_608b,IMOS/ANMN/NRS/NRSMAI/Biogeochem_profiles/IMOS_ANMN-NRS_CDEKSTUZ_20110407T010046Z_NRSMAI_FV01_Profile-SBE-19plus_C-20160526T025831Z.nc,102715,NRSMAI,NRSMAI-CTD-00022,1,2011-04-07T01:00:46Z,2011-04-07T01:00:46Z,148.2335,-42.5991,2,86,POINT (-42.5991 148.2335),SEA-BIRD ELECTRONICS SBE19PLUSV2
1217,0,0,82,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_608c,IMOS/ANMN/NRS/NRSMAI/Biogeochem_profiles/IMOS_ANMN-NRS_CDEKSTUZ_20110531T021248Z_NRSMAI_FV01_Profile-SBE-19plus_C-20160526T025725Z.nc,102532,NRSMAI,NRSMAI-CTD-00023,1,2011-05-31T02:12:48Z,2011-05-31T02:12:48Z,148.2335,-42.5991,2,83,POINT (-42.5991 148.2335),SEA-BIRD ELECTRONICS SBE19PLUSV2
1218,0,0,76,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_608d,IMOS/ANMN/NRS/NRSMAI/Biogeochem_profiles/IMOS_ANMN-NRS_CDEKSTUZ_20110725T030359Z_NRSMAI_FV01_Profile-SBE-19plus_C-20160526T025601Z.nc,102500,NRSMAI,NRSMAI-CTD-00024,1,2011-07-25T03:03:59Z,2011-07-25T03:03:59Z,148.2335,-42.5991,2,77,POINT (-42.5991 148.2335),SEA-BIRD ELECTRONICS SBE19PLUSV2
1219,0,0,77,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_608e,IMOS/ANMN/NRS/NRSMAI/Biogeochem_profiles/IMOS_ANMN-NRS_CDEKSTUZ_20110812T013807Z_NRSMAI_FV01_Profile-SBE-19plus_C-20160526T025452Z.nc,102517,NRSMAI,NRSMAI-CTD-00025,1,2011-08-12T01:38:07Z,2011-08-12T01:38:07Z,148.2341,-42.6002,2,78,POINT (-42.6002 148.2341),SEA-BIRD ELECTRONICS SBE19PLUSV2
1220,0,0,73,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_608f,IMOS/ANMN/NRS/NRSMAI/Biogeochem_profiles/IMOS_ANMN-NRS_CDEKSTUZ_20111005T020948Z_NRSMAI_FV01_Profile-SBE-19plus_C-20160526T025313Z.nc,102374,NRSMAI,NRSMAI-CTD-00026,1,2011-10-05T02:09:48Z,2011-10-05T02:09:48Z,148.2341,-42.6002,2,74,POINT (-42.6002 148.2341),SEA-BIRD ELECTRONICS SBE19PLUSV2
1221,0,0,74,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_6090,IMOS/ANMN/NRS/NRSMAI/Biogeochem_profiles/IMOS_ANMN-NRS_CDEKSTUZ_20111026T002616Z_NRSMAI_FV01_Profile-SBE-19plus_C-20160526T025056Z.nc,102537,NRSMAI,NRSMAI-CTD-00027,1,2011-10-26T00:26:16Z,2011-10-26T00:26:16Z,148.2343,-42.5994,2,76,POINT (-42.5994 148.2343),SEA-BIRD ELECTRONICS SBE19PLUSV2
1222,0,0,72,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_6034,IMOS/ANMN/NRS/NRSMAI/Biogeochem_profiles/IMOS_ANMN-NRS_CDEKOSTUZ_20120119T014036Z_NRSMAI_FV01_Profile-SBE-19plus_C-20160526T013245Z.nc,125685,NRSMAI,NRSMAI-CTD-00029,1,2012-01-19T01:40:36Z,2012-01-19T01:40:36Z,148.2341,-42.5979,2,73,POINT (-42.5979 148.2341),SEA-BIRD ELECTRONICS SBE19PLUSV2
1223,0,0,81,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_6035,IMOS/ANMN/NRS/NRSMAI/Biogeochem_profiles/IMOS_ANMN-NRS_CDEKOSTUZ_20120222T003826Z_NRSMAI_FV01_Profile-SBE-19plus_C-20160526T013129Z.nc,125915,NRSMAI,NRSMAI-CTD-00030,1,2012-02-22T00:38:26Z,2012-02-22T00:38:26Z,148.2332,-42.5995,2,82,POINT (-42.5995 148.2332),SEA-BIRD ELECTRONICS SBE19PLUSV2
1224,0,0,72,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_6036,IMOS/ANMN/NRS/NRSMAI/Biogeochem_profiles/IMOS_ANMN-NRS_CDEKOSTUZ_20120327T002158Z_NRSMAI_FV01_Profile-SBE-19plus_C-20160526T013014Z.nc,125511,NRSMAI,NRSMAI-CTD-00031,1,2012-03-27T00:21:58Z,2012-03-27T00:21:58Z,148.2265,-42.5983,2,73,POINT (-42.5983 148.2265333333),SEA-BIRD ELECTRONICS SBE19PLUSV2
1225,0,0,80,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_6037,IMOS/ANMN/NRS/NRSMAI/Biogeochem_profiles/IMOS_ANMN-NRS_CDEKOSTUZ_20120412T012546Z_NRSMAI_FV01_Profile-SBE-19plus_C-20160526T012851Z.nc,125645,NRSMAI,NRSMAI-CTD-00032,1,2012-04-12T01:25:46Z,2012-04-12T01:25:46Z,148.2317,-42.5983,2,81,POINT (-42.5983 148.2317),SEA-BIRD ELECTRONICS SBE19PLUSV2
1226,0,0,82,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_6038,IMOS/ANMN/NRS/NRSMAI/Biogeochem_profiles/IMOS_ANMN-NRS_CDEKOSTUZ_20120524T022608Z_NRSMAI_FV01_Profile-SBE-19plus_C-20160526T003015Z.nc,125734,NRSMAI,NRSMAI-CTD-00033,1,2012-05-24T02:26:08Z,2012-05-24T02:26:08Z,148.2335,-42.5991,2,83,POINT (-42.5991 148.2335),SEA-BIRD ELECTRONICS SBE19PLUSV2
1227,0,0,77,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_6039,IMOS/ANMN/NRS/NRSMAI/Biogeochem_profiles/IMOS_ANMN-NRS_CDEKOSTUZ_20120621T013737Z_NRSMAI_FV01_Profile-SBE-19plus_C-20160526T002851Z.nc,125655,NRSMAI,NRSMAI-CTD-00034,1,2012-06-21T01:37:37Z,2012-06-21T01:37:37Z,148.2335,-42.5991,2,78,POINT (-42.5991 148.2335),SEA-BIRD ELECTRONICS SBE19PLUSV2
1228,0,0,77,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_603a,IMOS/ANMN/NRS/NRSMAI/Biogeochem_profiles/IMOS_ANMN-NRS_CDEKOSTUZ_20120820T015627Z_NRSMAI_FV01_Profile-SBE-19plus_C-20160526T002555Z.nc,125601,NRSMAI,NRSMAI-CTD-00036,1,2012-08-20T01:56:27Z,2012-08-20T01:56:27Z,148.2335,-42.5991,2,78,POINT (-42.5991 148.2335),SEA-BIRD ELECTRONICS SBE19PLUSV2
1229,0,0,80,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_603b,IMOS/ANMN/NRS/NRSMAI/Biogeochem_profiles/IMOS_ANMN-NRS_CDEKOSTUZ_20121002T005118Z_NRSMAI_FV01_Profile-SBE-19plus_C-20160520T061441Z.nc,125810,NRSMAI,NRSMAI-CTD-00037,1,2012-10-02T00:51:18Z,2012-10-02T00:51:18Z,148.2335,-42.5991,2,81,POINT (-42.5991 148.2335),SEA-BIRD ELECTRONICS SBE19PLUSV2
1230,0,0,81,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_603c,IMOS/ANMN/NRS/NRSMAI/Biogeochem_profiles/IMOS_ANMN-NRS_CDEKOSTUZ_20121018T003825Z_NRSMAI_FV01_Profile-SBE-19plus_C-20160524T001449Z.nc,125788,NRSMAI,NRSMAI-CTD-00038,1,2012-10-18T00:38:25Z,2012-10-18T00:38:25Z,148.238,-42.597,2,82,POINT (-42.597 148.238),SEA-BIRD ELECTRONICS SBE19PLUSV2
1231,0,0,70,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_603d,IMOS/ANMN/NRS/NRSMAI/Biogeochem_profiles/IMOS_ANMN-NRS_CDEKOSTUZ_20121113T001841Z_NRSMAI_FV01_Profile-SBE-19plus_C-20160524T001613Z.nc,125523,NRSMAI,NRSMAI-CTD-00039,1,2012-11-13T00:18:41Z,2012-11-13T00:18:41Z,148.2358,-42.614,2,71,POINT (-42.614 148.2358),SEA-BIRD ELECTRONICS SBE19PLUSV2
1232,0,0,76,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_603e,IMOS/ANMN/NRS/NRSMAI/Biogeochem_profiles/IMOS_ANMN-NRS_CDEKOSTUZ_20130130T000612Z_NRSMAI_FV01_Profile-SBE19plus_C-20160524T001746Z.nc,125721,NRSMAI,NRSMAI-CTD-00040,1,2013-01-30T00:06:12Z,2013-01-30T00:06:12Z,148.2358,-42.614,2,77,POINT (-42.614 148.2358),SEA-BIRD ELECTRONICS SBE19PLUSV2
1233,0,0,77,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_603f,IMOS/ANMN/NRS/NRSMAI/Biogeochem_profiles/IMOS_ANMN-NRS_CDEKOSTUZ_20130313T233457Z_NRSMAI_FV01_Profile-SBE-19plus_C-20160530T024927Z.nc,125719,NRSMAI,NRSMAI-CTD-00042,1,2013-03-13T23:34:57Z,2013-03-13T23:34:57Z,148.233,-42.598,2,78,POINT (-42.598 148.233),SEA-BIRD ELECTRONICS SBE19PLUSV2
1234,0,0,76,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_6040,IMOS/ANMN/NRS/NRSMAI/Biogeochem_profiles/IMOS_ANMN-NRS_CDEKOSTUZ_20130424T012040Z_NRSMAI_FV01_Profile-SBE-19plus_C-20160524T002003Z.nc,125700,NRSMAI,NRSMAI-CTD-00043,1,2013-04-24T01:20:40Z,2013-04-24T01:20:40Z,148.232,-42.599,2,77,POINT (-42.599 148.232),SEA-BIRD ELECTRONICS SBE19PLUSV2
1235,0,0,77,anmn_ctd_profiles_map.fid-2e7be01d_16a2df372bf_6041,IMOS/ANMN/NRS/NRSMAI/Biogeochem_profiles/IMOS_ANMN-NRS_CDEKOSTUZ_20130528T010533Z_NRSMAI_FV01_Profile-SBE-19plus_C-20160524T002107Z.nc,125688,NRSMAI,NRSMAI-CTD-00044,1,2013-05-28T01:05:33Z,2013-05-28T01:05:33Z,148.232,-42.599,2,78,POINT (-42.599 148.232),SEA-BIRD ELECTRONICS SBE19PLUSV2
